Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,-9999
Jean-François Jacques,799,2006,20,EDM,LW,7,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,8,0.0,47,6:43,jacquje01
Connor James,800,2006,23,LAK,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,15,7:19,jamesco01
Dan Jancevski,801,2006,24,DAL,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,18,9:13,janceda01
Cam Janssen,802,2006,21,NJD,RW,47,0,0,0,-3,91,-0.5,0,0,0,0,0,0,0,10,0.0,222,4:44,janssca01
Cole Jarrett,803,2006,23,NYI,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,14,13:48,jarreco01
Jeff Jillson,804,2006,25,BUF,D,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,1,0.0,29,14:40,jillsje01
Jonas Johansson,805,2006,21,WSH,RW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,4,4:14,johanjo02
Alexander Karpovtsev,806,2006,35,FLA,D,6,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,4,0.0,66,11:05,karpoal01
Pat Kavanagh,807,2006,26,PHI,RW,8,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,1,0.0,42,5:14,kavanpa01
Matt Keith,808,2006,22,CHI,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,23,11:42,keithma01
Kevin Klein,809,2006,21,NSH,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,27,13:40,kleinke01
Tomáš Klouček,810,2006,25,ATL,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,3,3:14,kloucto01
Matt Koalska,811,2006,25,NYI,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,17,5:44,koalsma01
Tomáš Kopecký,812,2006,23,DET,C,1,0,0,0,1,2,0.0,0,0,0,0,0,0,0,1,0.0,10,9:41,kopecto01
Bryce Lampman,813,2006,23,NYR,D,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,14,13:40,lampmbr01
Maxim Lapierre,814,2006,20,MTL,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,3,3:04,lapiema01
Jay Leach,815,2006,26,BOS,D,2,0,0,0,1,7,0.1,0,0,0,0,0,0,0,0,,13,6:20,leachja02
Guillaume Lefebvre,816,2006,24,PIT,LW,9,0,0,0,-3,9,-0.3,0,0,0,0,0,0,0,3,0.0,111,12:21,lefebgu01
Francis Lessard,817,2006,26,ATL,D,6,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,15,2:33,lessafr01
David Liffiton,818,2006,21,NYR,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,9,8:42,liffida01
Joakim Lindström,819,2006,22,CBJ,LW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,16,5:11,lindsjo01
Lynn Loyns,820,2006,24,CGY,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,6:15,loynsly01
Tomáš Malec,821,2006,23,OTT,D,2,0,0,0,4,2,0.3,0,0,0,0,0,0,0,1,0.0,23,11:44,malecto01
Masi Marjamäki,822,2006,21,NYI,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,5:17,marjama01
Graham Mink,823,2006,26,WSH,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,17,5:32,minkgr01
Joe Motzko,824,2006,25,CBJ,LW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,21,10:35,motzkjo01
Alain Nasreddine,825,2006,30,PIT,D,6,0,0,0,2,8,0.2,0,0,0,0,0,0,0,3,0.0,91,15:11,nasreal01
Andrei Nazarov,826,2006,31,MIN,RW,2,0,0,0,-1,6,-0.1,0,0,0,0,0,0,0,0,,10,4:48,nazaran01
Brad Norton,827,2006,30,OTT,D,7,0,0,0,1,31,0.1,0,0,0,0,0,0,0,3,0.0,71,10:10,nortobr01
Filip Novák,828,2006,23,OTT,D,11,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,5,0.0,104,9:26,novakfi01
Eric Nystrom,829,2006,22,CGY,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,24,12:01,nystrer01
Doug O'Brien,830,2006,21,TBL,D,5,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,39,7:44,obriedo01
David Oliver,831,2006,34,DAL,RW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,23,7:37,oliveda01
Krzysztof Oliwa,832,2006,32,NJD,LW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,19,6:18,oliwakr01
Ben Ondrus,833,2006,23,TOR,LW,22,0,0,0,-10,18,-0.8,0,0,0,0,0,0,0,17,0.0,223,10:07,ondrube01
Stephen Peat,834,2006,25,WSH,RW,1,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,0.0,5,4:47,peatst01
Andrew Peters,835,2006,25,BUF,LW,28,0,0,0,-2,100,-0.2,0,0,0,0,0,0,0,6,0.0,91,3:16,peteran01
Richard Petiot,836,2006,23,LAK,D,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,10,4:47,petiori01
Tomi Pettinen,837,2006,28,NYI,D,18,0,0,0,-2,16,0.1,0,0,0,0,0,0,0,7,0.0,264,14:40,pettito01
Alexandre Picard,838,2006,20,CBJ,LW,17,0,0,0,-2,14,-0.4,0,0,0,0,0,0,0,10,0.0,156,9:09,picaral02
Alexandre Picard,839,2006,20,PHI,D,6,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,9,0.0,57,9:33,picaral01
Vojtěch Polák,840,2006,20,DAL,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,20,6:31,polakvo01
Mark Popovic,841,2006,23,ATL,D,7,0,0,0,-5,0,-0.3,0,0,0,0,0,0,0,6,0.0,77,11:04,popovma01
David Printz,842,2006,25,PHI,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:45,printda01
Kyle Quincey,843,2006,20,DET,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,11:37,quincky01
Steve Regier,844,2006,21,NYI,LW,9,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,54,6:02,regiest01
Erik Reitz,845,2006,23,MIN,D,5,0,0,0,-2,4,0.0,0,0,0,0,0,0,0,0,,66,13:09,reitzer01
Pascal Rhéaume,846,2006,32,TOT,C,13,0,0,0,-7,4,-0.4,0,0,0,0,0,0,0,11,0.0,117,9:00,rheaupa01
Nathan Robinson,847,2006,24,BOS,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,7,3:32,robinna01
Louis Robitaille,848,2006,23,WSH,D,2,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,,9,4:42,robitlo01
Mathieu Roy,849,2006,22,EDM,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,13,13:00,royma01
Štefan Ružička,850,2006,20,PHI,RW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,5,4:48,ruzicst01
Prestin Ryan,851,2006,25,VAN,D,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,8,7:30,ryanpr01
Jason Ryznar,852,2006,22,NJD,LW,8,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,43,5:19,ryznaja01
Peter Sarno,853,2006,26,CBJ,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:42,sarnope01
Cam Severson,854,2006,28,CBJ,LW,4,0,0,0,0,5,0.0,0,0,0,0,0,0,0,2,0.0,12,3:06,severca01
Ben Simon,855,2006,27,CBJ,C,13,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,7,0.0,73,5:38,simonbe01
Wade Skolney,856,2006,24,PHI,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,7,6:52,skolnwa01
Dan Smith,857,2006,29,EDM,D,7,0,0,0,1,7,0.2,0,0,0,0,0,0,0,1,0.0,79,11:21,smithda02
Nathan Smith,858,2006,23,VAN,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,11,10:52,smithna02
Martin St. Pierre,859,2006,22,CHI,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,24,12:02,stpiema01
David Steckel,860,2006,23,WSH,LW,7,0,0,0,1,0,-0.1,0,0,0,0,0,0,0,6,0.0,54,7:39,steckda01
Karl Stewart,861,2006,22,ATL,LW,8,0,0,0,-3,15,-0.2,0,0,0,0,0,0,0,6,0.0,45,5:40,stewaka01
Mike Stuart,862,2006,25,STL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,13,12:59,stuarmi01
Danny Syvret,863,2006,20,EDM,D,10,0,0,0,-1,6,0.1,0,0,0,0,0,0,0,8,0.0,123,12:19,syvreda01
Jeff Taffe,864,2006,24,TOT,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,26,6:27,taffeje01
Petr Tatíček,865,2006,22,FLA,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,18,5:51,taticpe01
Joey Tenute,866,2006,22,WSH,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,7,7:21,tenutjo01
Shawn Thornton,867,2006,28,CHI,D,10,0,0,0,-5,16,-0.3,0,0,0,0,0,0,0,16,0.0,73,7:18,thornsh01
Ole-Kristian Tollefsen,868,2006,21,CBJ,D,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,82,16:18,tolleol01
Patrick Traverse,869,2006,31,DAL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,11,11:27,travepa01
Ben Walter,870,2006,21,BOS,C,6,0,0,0,2,4,-0.1,0,0,0,0,0,0,0,6,0.0,71,11:49,waltebe01
